Img_name,Size,Noise,Focus,Contrast,Sobel_time,Sobel_edges,Prewitt_2K_time,Prewitt_2K_edges,Prewitt_4K_time,Prewitt_4K_edges,Roberts_time,Roberts_edges,Laplacian Of Gaussian_time,Laplacian Of Gaussian_edges,Canny_time,Canny_edges,Hough-lines_time,Hough-lines_edges,Contours_time,Contours_edges
blurry1.jpg,24000000,0.14749024962845828,2.2709772143837705,0.20006364021756362,8.8412,0.847197063800437,36.844,2.6633309748390657,77.0015,2.6633309748390657,32.417,2.6633309748390657,12.2802,0.939204852409292,26.0324,22.7609720341829,123.65639999999999,18.013432682685014,23.8771,8.890394658718757
blurry10.jpg,24064000,0.06317028054926625,0.7127624338934521,0.43457615236359126,8.3549,0.34808656660982296,35.842,2.3235921489120805,76.0313,2.3235921489120805,31.1566,2.3235921489120805,11.7341,0.650597268096889,24.4983,0.0,52.5799,0.0,30.2125,12.717044343786863
blurry11.jpg,5521920,0.10290206455165934,1.2868757396557837,0.5341585689944841,1.9226,0.5686128382570773,7.7111,2.2814774560864066,17.2847,2.2814774560864066,7.1768,2.2814774560864066,2.626,0.796825064718531,5.8631,4.0958732880333715,14.241299999999999,1.406511085583493,9.9654,15.705628702878593
blurry12.jpg,5529600,0.1498401431348579,1.4807814549523595,0.39178393577677245,1.9795,0.6430656904166193,8.0396,4.029418440027163,17.0627,4.029418440027163,7.2547,4.029418440027163,2.6171,0.8676311389808337,5.6339,13.569170966886539,19.8748,2.9636320750765757,10.5415,20.44976117993672
blurry13.jpg,614400,0.1432323763868974,1.0914897869752807,0.30105323216945296,0.3366,0.5110554535814272,1.0688,3.5787898251467998,2.2623,3.5787898251467998,0.7947,3.5787898251467998,0.3019,0.8169998750222877,0.7701,0.0,2.0620000000000003,0.0,0.9487,25.040854513746318
blurry14.jpg,21831300,0.058751982725948254,0.9054553909355711,0.20405110558811126,8.0267,0.44145407963116734,32.5642,2.2086360661990967,70.7817,2.2086360661990967,29.2767,2.2086360661990967,11.4351,0.6445018853800928,22.4355,7.050475853712279,56.5514,3.961441658445713,15.3851,4.724964035954724
blurry15.jpg,20155392,0.05168537179996186,0.7807228598598945,0.39492826921050417,7.082,0.3196589756198082,29.2018,4.3164847453664965,63.855,4.3164847453664965,26.5811,4.3164847453664965,9.8609,0.5774181382160127,23.6048,23.978054882772405,106.0458,6.352721057528733,26.9731,16.430057917337706
blurry2.jpg,21026304,0.09475244878718263,0.9545669391461068,0.4903061587445208,7.6199,0.47876249116316383,31.4375,2.3596304203523215,66.6875,2.3596304203523215,27.3584,2.3596304203523215,10.1783,0.7421615430030263,20.1211,5.032329436583265,48.0344,1.774279710561497,27.0666,13.633956448126607
blurry3.jpg,16163840,0.15516438425582976,2.283928864628592,0.34061431097010975,5.6189,1.026933666097181,23.2606,3.3019205471821804,49.918,3.3019205471821804,20.8732,3.3019205471821804,7.9092,1.1056260213239038,17.359,10.46989831082593,47.4874,4.1016220485908805,32.9296,21.134748563451886
blurry4.jpg,10013247,0.16105506367349784,2.1625974742275553,0.5956955981109863,3.6586,0.8693380910946541,14.0531,4.754969672081368,31.0435,4.754969672081368,13.0843,4.754969672081368,4.9154,1.1321559701373514,10.8796,7.218322475330058,28.2141,5.710426597327806,19.6909,19.837392045153713
